IntersectionName,IntervalStart,IntervalEnd,Turn,Bound,Direction,realcount,TurnRatio,Bearing,Numbering,OpenDriveFromID,OpenDriveToID,JunctionID_OpenDrive
0417) Shallowford Rd & Gunbarrel Rd,29700,30600,WBL,W,L,22.0,0.11458333333333333,294.05,29,390,419,
0417) Shallowford Rd & Gunbarrel Rd,29700,30600,WBU,W,U,0.0,0.0,294.05,29,390,418,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,NBR,N,R,2.0,0.3333333333333333,23.34,2,423,407,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,NBT,N,T,1.0,0.16666666666666666,23.34,2,423,410,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,NBL,N,L,3.0,0.5,23.34,2,423,409,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,NBU,N,U,0.0,0.0,23.34,2,423,408,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,EBR,E,R,1.0,0.007518796992481203,114.28,11,426,408,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,EBT,E,T,127.0,0.9548872180451128,114.28,11,426,407,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,EBL,E,L,5.0,0.03759398496240601,114.28,11,426,410,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,EBU,E,U,0.0,0.0,114.28,11,426,409,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,SBR,S,R,9.0,0.375,201.4,20,440,409,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,SBT,S,T,4.0,0.16666666666666666,201.4,20,440,408,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,SBL,S,L,11.0,0.4583333333333333,201.4,20,440,407,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,SBU,S,U,0.0,0.0,201.4,20,440,410,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,WBR,W,R,17.0,0.06910569105691057,293.24,29,412,410,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,WBT,W,T,220.0,0.8943089430894309,293.24,29,412,409,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,WBL,W,L,9.0,0.036585365853658534,293.24,29,412,408,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,30600,31500,WBU,W,U,0.0,0.0,293.24,29,412,407,
0413) Shallowford Rd & I-75 SB,30600,31500,EBR,E,R,18.0,0.13333333333333333,111.5,11,424,399,
0413) Shallowford Rd & I-75 SB,30600,31500,EBT,E,T,117.0,0.8666666666666667,111.5,11,424,400,
0413) Shallowford Rd & I-75 SB,30600,31500,SBR,S,R,71.0,0.4226190476190476,235.09,24,424,398,
0413) Shallowford Rd & I-75 SB,30600,31500,SBT,S,T,2.0,0.011904761904761904,235.09,24,402,399,
0413) Shallowford Rd & I-75 SB,30600,31500,SBL,S,L,95.0,0.5654761904761905,235.09,24,402,400,
0413) Shallowford Rd & I-75 SB,30600,31500,WBT,W,T,170.0,0.6692913385826772,291.99,29,402,398,
0413) Shallowford Rd & I-75 SB,30600,31500,WBL,W,L,84.0,0.33070866141732286,291.99,29,414,400,
0413) Shallowford Rd & I-75 SB,30600,31500,WBU,W,U,0.0,0.0,291.99,29,414,398,
0414) Shallowford Rd & I-75 NB,30600,31500,NBR,N,R,124.0,0.6775956284153005,50.76,5,411,403,
0414) Shallowford Rd & I-75 NB,30600,31500,NBT,N,T,4.0,0.02185792349726776,50.76,5,411,401,
0414) Shallowford Rd & I-75 NB,30600,31500,NBL,N,L,55.0,0.3005464480874317,50.76,5,406,404,
0414) Shallowford Rd & I-75 NB,30600,31500,EBT,E,T,189.0,0.84375,114.36,11,406,403,
0414) Shallowford Rd & I-75 NB,30600,31500,EBL,E,L,35.0,0.15625,114.36,11,406,401,
0414) Shallowford Rd & I-75 NB,30600,31500,EBU,E,U,0.0,0.0,114.36,11,397,404,
0414) Shallowford Rd & I-75 NB,30600,31500,WBR,W,R,58.0,0.21014492753623187,296.65,30,397,403,
0414) Shallowford Rd & I-75 NB,30600,31500,WBT,W,T,218.0,0.7898550724637681,296.65,30,397,401,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,NBR,N,R,13.0,0.22807017543859648,25.84,3,434,416,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,NBT,N,T,5.0,0.08771929824561403,25.84,3,434,417,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,NBL,N,L,39.0,0.6842105263157895,25.84,3,434,414,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,NBU,N,U,0.0,0.0,25.84,3,434,415,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,EBR,E,R,4.0,0.017857142857142856,116.65,12,399,415,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,EBT,E,T,209.0,0.9330357142857143,116.65,12,399,416,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,EBL,E,L,11.0,0.049107142857142856,116.65,12,399,417,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,EBU,E,U,0.0,0.0,116.65,12,399,414,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,SBR,S,R,1.0,1.0,202.48,20,441,414,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,SBT,S,T,0.0,0.0,202.48,20,441,415,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,SBL,S,L,0.0,0.0,202.48,20,441,416,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,SBU,S,U,0.0,0.0,202.48,20,441,417,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,WBR,W,R,1.0,0.003745318352059925,294.22,29,436,417,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,WBT,W,T,241.0,0.9026217228464419,294.22,29,436,414,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,WBL,W,L,25.0,0.09363295880149813,294.22,29,436,415,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,30600,31500,WBU,W,U,0.0,0.0,294.22,29,436,416,
0416) Shallowford Rd & Lifestyle Way,30600,31500,NBR,N,R,1.0,0.07692307692307693,24.39,2,432,395,
0416) Shallowford Rd & Lifestyle Way,30600,31500,NBT,N,T,1.0,0.07692307692307693,24.39,2,432,394,
0416) Shallowford Rd & Lifestyle Way,30600,31500,NBL,N,L,11.0,0.8461538461538461,24.39,2,432,392,
0416) Shallowford Rd & Lifestyle Way,30600,31500,NBU,N,U,0.0,0.0,24.39,2,432,393,
0416) Shallowford Rd & Lifestyle Way,30600,31500,EBR,E,R,12.0,0.044444444444444446,113.75,11,427,393,
0416) Shallowford Rd & Lifestyle Way,30600,31500,EBT,E,T,231.0,0.8555555555555555,113.75,11,427,395,
0416) Shallowford Rd & Lifestyle Way,30600,31500,EBL,E,L,27.0,0.1,113.75,11,427,394,
0416) Shallowford Rd & Lifestyle Way,30600,31500,EBU,E,U,0.0,0.0,113.75,11,427,392,
0416) Shallowford Rd & Lifestyle Way,30600,31500,SBR,S,R,20.0,0.8,204.06,20,433,392,
0416) Shallowford Rd & Lifestyle Way,30600,31500,SBT,S,T,4.0,0.16,204.06,20,433,393,
0416) Shallowford Rd & Lifestyle Way,30600,31500,SBL,S,L,1.0,0.04,204.06,20,433,395,
0416) Shallowford Rd & Lifestyle Way,30600,31500,SBU,S,U,0.0,0.0,204.06,20,433,394,
0416) Shallowford Rd & Lifestyle Way,30600,31500,WBR,W,R,4.0,0.014492753623188406,294.03,29,444,394,
0416) Shallowford Rd & Lifestyle Way,30600,31500,WBT,W,T,268.0,0.9710144927536232,294.03,29,444,392,
0416) Shallowford Rd & Lifestyle Way,30600,31500,WBL,W,L,4.0,0.014492753623188406,294.03,29,444,393,
0416) Shallowford Rd & Lifestyle Way,30600,31500,WBU,W,U,0.0,0.0,294.03,29,444,395,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,NBR,N,R,11.0,0.09649122807017543,23.93,2,422,418,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,NBT,N,T,38.0,0.3333333333333333,23.93,2,422,420,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,NBL,N,L,65.0,0.5701754385964912,23.93,2,422,421,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,NBU,N,U,0.0,0.0,23.93,2,422,419,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,EBR,E,R,98.0,0.44954128440366975,114.05,11,445,419,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,EBT,E,T,95.0,0.43577981651376146,114.05,11,445,418,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,EBL,E,L,25.0,0.11467889908256881,114.05,11,445,420,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,EBU,E,U,0.0,0.0,114.05,11,445,421,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,SBR,S,R,38.0,0.4,201.62,20,442,421,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,SBT,S,T,46.0,0.4842105263157895,201.62,20,442,419,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,SBL,S,L,11.0,0.11578947368421053,201.62,20,442,418,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,SBU,S,U,0.0,0.0,201.62,20,442,420,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,WBR,W,R,12.0,0.05687203791469194,294.05,29,390,420,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,WBT,W,T,171.0,0.8104265402843602,294.05,29,390,421,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,WBL,W,L,28.0,0.13270142180094788,294.05,29,390,419,
0417) Shallowford Rd & Gunbarrel Rd,30600,31500,WBU,W,U,0.0,0.0,294.05,29,390,418,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,NBR,N,R,6.0,0.3333333333333333,23.34,2,423,407,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,NBT,N,T,7.0,0.3888888888888889,23.34,2,423,410,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,NBL,N,L,5.0,0.2777777777777778,23.34,2,423,409,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,NBU,N,U,0.0,0.0,23.34,2,423,408,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,EBR,E,R,1.0,0.00625,114.28,11,426,408,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,EBT,E,T,148.0,0.925,114.28,11,426,407,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,EBL,E,L,11.0,0.06875,114.28,11,426,410,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,EBU,E,U,0.0,0.0,114.28,11,426,409,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,SBR,S,R,13.0,0.325,201.4,20,440,409,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,SBT,S,T,3.0,0.075,201.4,20,440,408,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,SBL,S,L,24.0,0.6,201.4,20,440,407,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,SBU,S,U,0.0,0.0,201.4,20,440,410,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,WBR,W,R,23.0,0.1,293.24,29,412,410,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,WBT,W,T,198.0,0.8608695652173913,293.24,29,412,409,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,WBL,W,L,9.0,0.0391304347826087,293.24,29,412,408,
0412) Shallowford Rd & Shallowford Village Dr / Amin Dr,31500,32400,WBU,W,U,0.0,0.0,293.24,29,412,407,
0413) Shallowford Rd & I-75 SB,31500,32400,EBR,E,R,15.0,0.10204081632653061,111.5,11,424,399,
0413) Shallowford Rd & I-75 SB,31500,32400,EBT,E,T,132.0,0.8979591836734694,111.5,11,424,400,
0413) Shallowford Rd & I-75 SB,31500,32400,SBR,S,R,83.0,0.4256410256410256,235.09,24,424,398,
0413) Shallowford Rd & I-75 SB,31500,32400,SBT,S,T,4.0,0.020512820512820513,235.09,24,402,399,
0413) Shallowford Rd & I-75 SB,31500,32400,SBL,S,L,108.0,0.5538461538461539,235.09,24,402,400,
0413) Shallowford Rd & I-75 SB,31500,32400,WBT,W,T,179.0,0.683206106870229,291.99,29,402,398,
0413) Shallowford Rd & I-75 SB,31500,32400,WBL,W,L,83.0,0.31679389312977096,291.99,29,414,400,
0413) Shallowford Rd & I-75 SB,31500,32400,WBU,W,U,0.0,0.0,291.99,29,414,398,
0414) Shallowford Rd & I-75 NB,31500,32400,NBR,N,R,115.0,0.5927835051546392,50.76,5,411,403,
0414) Shallowford Rd & I-75 NB,31500,32400,NBT,N,T,5.0,0.02577319587628866,50.76,5,411,401,
0414) Shallowford Rd & I-75 NB,31500,32400,NBL,N,L,74.0,0.38144329896907214,50.76,5,406,404,
0414) Shallowford Rd & I-75 NB,31500,32400,EBT,E,T,246.0,0.9077490774907749,114.36,11,406,403,
0414) Shallowford Rd & I-75 NB,31500,32400,EBL,E,L,25.0,0.09225092250922509,114.36,11,406,401,
0414) Shallowford Rd & I-75 NB,31500,32400,EBU,E,U,0.0,0.0,114.36,11,397,404,
0414) Shallowford Rd & I-75 NB,31500,32400,WBR,W,R,50.0,0.1976284584980237,296.65,30,397,403,
0414) Shallowford Rd & I-75 NB,31500,32400,WBT,W,T,203.0,0.8023715415019763,296.65,30,397,401,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,NBR,N,R,9.0,0.2571428571428571,25.84,3,434,416,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,NBT,N,T,5.0,0.14285714285714285,25.84,3,434,417,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,NBL,N,L,21.0,0.6,25.84,3,434,414,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,NBU,N,U,0.0,0.0,25.84,3,434,415,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,EBR,E,R,5.0,0.018315018315018316,116.65,12,399,415,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,EBT,E,T,252.0,0.9230769230769231,116.65,12,399,416,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,EBL,E,L,16.0,0.05860805860805861,116.65,12,399,417,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,EBU,E,U,0.0,0.0,116.65,12,399,414,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,SBR,S,R,6.0,0.75,202.48,20,441,414,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,SBT,S,T,1.0,0.125,202.48,20,441,415,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,SBL,S,L,1.0,0.125,202.48,20,441,416,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,SBU,S,U,0.0,0.0,202.48,20,441,417,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,WBR,W,R,1.0,0.00425531914893617,294.22,29,436,417,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,WBT,W,T,219.0,0.9319148936170213,294.22,29,436,414,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,WBL,W,L,15.0,0.06382978723404255,294.22,29,436,415,
0415) Shallowford Rd & Napier Rd / Hamilton Place Blvd,31500,32400,WBU,W,U,0.0,0.0,294.22,29,436,416,
0416) Shallowford Rd & Lifestyle Way,31500,32400,NBR,N,R,5.0,0.4166666666666667,24.39,2,432,395,
0416) Shallowford Rd & Lifestyle Way,31500,32400,NBT,N,T,1.0,0.08333333333333333,24.39,2,432,394,
0416) Shallowford Rd & Lifestyle Way,31500,32400,NBL,N,L,6.0,0.5,24.39,2,432,392,
0416) Shallowford Rd & Lifestyle Way,31500,32400,NBU,N,U,0.0,0.0,24.39,2,432,393,
0416) Shallowford Rd & Lifestyle Way,31500,32400,EBR,E,R,11.0,0.03571428571428571,113.75,11,427,393,
0416) Shallowford Rd & Lifestyle Way,31500,32400,EBT,E,T,274.0,0.8896103896103896,113.75,11,427,395,
0416) Shallowford Rd & Lifestyle Way,31500,32400,EBL,E,L,23.0,0.07467532467532467,113.75,11,427,394,
0416) Shallowford Rd & Lifestyle Way,31500,32400,EBU,E,U,0.0,0.0,113.75,11,427,392,
0416) Shallowford Rd & Lifestyle Way,31500,32400,SBR,S,R,15.0,0.5555555555555556,204.06,20,433,392,
0416) Shallowford Rd & Lifestyle Way,31500,32400,SBT,S,T,5.0,0.18518518518518517,204.06,20,433,393,
0416) Shallowford Rd & Lifestyle Way,31500,32400,SBL,S,L,7.0,0.25925925925925924,204.06,20,433,395,
0416) Shallowford Rd & Lifestyle Way,31500,32400,SBU,S,U,0.0,0.0,204.06,20,433,394,
0416) Shallowford Rd & Lifestyle Way,31500,32400,WBR,W,R,11.0,0.048458149779735685,294.03,29,444,394,
0416) Shallowford Rd & Lifestyle Way,31500,32400,WBT,W,T,214.0,0.9427312775330396,294.03,29,444,392,
0416) Shallowford Rd & Lifestyle Way,31500,32400,WBL,W,L,2.0,0.00881057268722467,294.03,29,444,393,
0416) Shallowford Rd & Lifestyle Way,31500,32400,WBU,W,U,0.0,0.0,294.03,29,444,395,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,NBR,N,R,5.0,0.05,23.93,2,422,418,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,NBT,N,T,29.0,0.29,23.93,2,422,420,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,NBL,N,L,66.0,0.66,23.93,2,422,421,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,NBU,N,U,0.0,0.0,23.93,2,422,419,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,EBR,E,R,126.0,0.42,114.05,11,445,419,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,EBT,E,T,141.0,0.47,114.05,11,445,418,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,EBL,E,L,33.0,0.11,114.05,11,445,420,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,EBU,E,U,0.0,0.0,114.05,11,445,421,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,SBR,S,R,36.0,0.33962264150943394,201.62,20,442,421,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,SBT,S,T,43.0,0.4056603773584906,201.62,20,442,419,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,SBL,S,L,27.0,0.25471698113207547,201.62,20,442,418,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,SBU,S,U,0.0,0.0,201.62,20,442,420,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,WBR,W,R,17.0,0.08673469387755102,294.05,29,390,420,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,WBT,W,T,148.0,0.7551020408163265,294.05,29,390,421,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,WBL,W,L,31.0,0.15816326530612246,294.05,29,390,419,
0417) Shallowford Rd & Gunbarrel Rd,31500,32400,WBU,W,U,0.0,0.0,294.05,29,390,418,
